symbol,ZSTAT,P
CYB5A,0.91256,0.18074
GATS,0.91226,0.18082
TBC1D2B,0.91225,0.18082
NDUFAF2,0.91201,0.18088
BRMS1L,0.91201,0.18088
ATP8B3,0.91169,0.18097
AFTPH,0.91149,0.18102
WDR73,0.91127,0.18108
FADS3,0.9107,0.18123
ANAPC5,0.91046,0.18129
PDK2,0.9103,0.18133
ZC3H8,0.90998,0.18142
HERC5,0.90997,0.18142
GRAMD4,0.90981,0.18146
RPF1,0.90952,0.18154
G3BP2,0.90903,0.18167
OGDH,0.90891,0.1817
MNT,0.90861,0.18178
GNG5,0.90846,0.18182
GUCY2C,0.90833,0.18185
KDM4A,0.90813,0.18191
PIK3R4,0.90808,0.18192
ZNF234,0.90781,0.18199
APOBEC3C,0.90772,0.18201
UCHL1,0.9075,0.18207
MED1,0.90736,0.18211
STXBP3,0.90676,0.18227
PARVA,0.90671,0.18228
ZNF14,0.9066,0.18231
CRYZ,0.90644,0.18235
HORMAD2,0.90645,0.18235
EIF6,0.90642,0.18236
MYO1B,0.90636,0.18237
CDCP2,0.90601,0.18246
KRT33A,0.90601,0.18247
TRIM13,0.90568,0.18255
KRTAP19-2,0.90519,0.18268
NMU,0.90517,0.18269
IL31RA,0.90517,0.18269
MAP10,0.90515,0.18269
GEMIN6,0.90474,0.1828
RBMS1,0.9047,0.18281
FBXO39,0.90426,0.18293
TBC1D21,0.90418,0.18295
FAM104A,0.90413,0.18296
PTPRA,0.904,0.183
RELT,0.90389,0.18303
F3,0.90384,0.18304
PAPSS2,0.90348,0.18314
TMEM133,0.90285,0.1833
ARFGEF2,0.90281,0.18331
DEFA6,0.90282,0.18331
RAB36,0.90262,0.18336
SGPP1,0.90233,0.18344
LGALS12,0.90193,0.18355
TM7SF3,0.90171,0.1836
FAM209A,0.90143,0.18368
TMEM159,0.90143,0.18368
GLT1D1,0.90144,0.18368
PCDHGA2,0.90145,0.18368
THNSL1,0.90133,0.18371
ACSL1,0.90124,0.18373
MIS18BP1,0.90091,0.18382
PRSS41,0.90018,0.18401
AGGF1,0.90015,0.18402
POM121C,0.90016,0.18402
MATN1,0.89985,0.1841
SMKR1,0.89975,0.18413
TFIP11,0.89971,0.18414
MRPL37,0.89957,0.18417
TPRG1L,0.89942,0.18421
NLRP12,0.8994,0.18422
SGPP2,0.8994,0.18422
XDH,0.89901,0.18432
C16orf70,0.89891,0.18435
KCNS2,0.89886,0.18436
LYSMD4,0.89871,0.1844
DEPDC5,0.89821,0.18454
YWHAE,0.8981,0.18457
CFAP53,0.89787,0.18463
TUSC1,0.89764,0.18469
ENTHD1,0.89747,0.18473
MURC,0.89713,0.18482
GPR152,0.89678,0.18492
ACSS1,0.89678,0.18492
DNAJB9,0.8962,0.18507
OR4D1,0.89574,0.1852
RNF183,0.89573,0.1852
CLDN9,0.89565,0.18522
RABGAP1L,0.89544,0.18528
SLCO6A1,0.89504,0.18538
SLC7A1,0.89484,0.18544
TMEM72,0.89421,0.1856
NXPH1,0.89419,0.18561
GSN,0.89401,0.18566
RNF41,0.89383,0.18571
PCDHGA3,0.89363,0.18576
RPS14,0.89349,0.1858
ARHGAP33,0.89343,0.18581
SPRR4,0.89336,0.18583
IMPA1,0.8931,0.1859
FAM177A1,0.89274,0.186
NLRP7,0.89257,0.18604
GLB1L3,0.8922,0.18614
ERICH2,0.892,0.1862
CST7,0.89189,0.18623
PEX13,0.89177,0.18626
BMF,0.89135,0.18637
TATDN2,0.89034,0.18664
PLCG1,0.88994,0.18675
PCDHGA1,0.88947,0.18687
SAXO2,0.88936,0.1869
CTRL,0.88931,0.18692
KCNK9,0.88909,0.18698
WDR87,0.88901,0.187
CHSY1,0.88877,0.18706
C18orf42,0.88853,0.18713
BEND5,0.8882,0.18722
RPAP2,0.88815,0.18723
F13A1,0.88808,0.18725
ADGRF4,0.88803,0.18726
MAMDC2,0.88803,0.18726
C9,0.8878,0.18732
HSPBP1,0.88752,0.1874
MFSD5,0.88737,0.18744
PLEKHH1,0.88716,0.1875
GPR18,0.88677,0.1876
ASTE1,0.88631,0.18773
CCDC138,0.88589,0.18784
DDX52,0.88577,0.18787
TARS,0.88555,0.18793
SLC35E4,0.88541,0.18797
CHPF2,0.88506,0.18806
JADE2,0.88495,0.18809
MIS18A,0.88464,0.18817
ALDH8A1,0.88433,0.18826
MYLIP,0.88372,0.18842
HIGD1B,0.88364,0.18844
GPR32,0.88355,0.18847
RIOK1,0.88347,0.18849
CNTN2,0.88347,0.18849
C8orf44,0.88339,0.18851
GPR183,0.88295,0.18863
IL36G,0.88263,0.18872
ITIH3,0.88256,0.18874
SOWAHC,0.88237,0.18879
GNG10,0.88169,0.18897
TMEM82,0.88171,0.18897
RAB4B,0.88124,0.18909
GALE,0.88126,0.18909
TMEM132D,0.88072,0.18924
SPINK1,0.88067,0.18925
IMPAD1,0.88058,0.18927
C17orf80,0.88027,0.18936
RERG,0.88021,0.18937
TENM4,0.87927,0.18963
PABPC4L,0.87848,0.18984
STRN,0.87838,0.18987
DRD4,0.87839,0.18987
CSTL1,0.87826,0.1899
CAMK1,0.87819,0.18992
OR52W1,0.8781,0.18995
SPATA12,0.87799,0.18997
METTL7A,0.87797,0.18998
ADAM32,0.87789,0.19
WDR78,0.87767,0.19006
SRSF7,0.8774,0.19013
EMX1,0.87731,0.19016
THOC5,0.87715,0.1902
TMED3,0.87713,0.19021
LRRC8B,0.87703,0.19023
SCN8A,0.87696,0.19026
EGLN2,0.87667,0.19033
HSPB7,0.87628,0.19044
EFNA1,0.87592,0.19054
DLG1,0.87569,0.1906
NOVA1,0.87564,0.19061
KIF21A,0.87559,0.19063
TCTE3,0.87528,0.19071
IRF7,0.87499,0.19079
SH3BGRL3,0.87495,0.1908
WTH3DI,0.87486,0.19082
PPP1R12B,0.87489,0.19082
NPFFR2,0.87474,0.19086
KLHL35,0.87428,0.19098
PGM2L1,0.87427,0.19099
COL5A3,0.87422,0.191
PLEKHA4,0.87421,0.191
POTEC,0.87408,0.19104
TPX2,0.87374,0.19113
GMPPB,0.87349,0.1912
RCN2,0.87295,0.19134
ICA1L,0.87283,0.19138
MUC1,0.87281,0.19138
COLGALT2,0.87278,0.19139
ZG16B,0.87275,0.1914
CCDC178,0.87275,0.1914
SYT12,0.87265,0.19143
GPR39,0.87241,0.19149
ZNF852,0.87243,0.19149
C4orf17,0.87234,0.19151
DDHD1,0.87199,0.19161
PFKFB4,0.87166,0.1917
FCN2,0.87166,0.1917
ASAH2,0.87161,0.19171
SMR3A,0.87157,0.19172
NBEA,0.87153,0.19173
ZNF350,0.87152,0.19174
TSNAXIP1,0.87144,0.19176
SMC5,0.87072,0.19195
ZNF236,0.87072,0.19195
PKP4,0.87072,0.19195
CALR,0.87053,0.192
LOC730183,0.87054,0.192
GLRA1,0.87024,0.19209
TCP11,0.87011,0.19212
USB1,0.86994,0.19217
SOHLH2,0.86978,0.19221
MEF2D,0.86956,0.19227
CTDSP2,0.86955,0.19227
FCRL3,0.8695,0.19229
FAM71B,0.86947,0.19229
PALLD,0.86946,0.1923
GMFB,0.8693,0.19234
RAB20,0.86928,0.19235
SLC22A7,0.86924,0.19236
WDR26,0.86891,0.19245
SMARCAD1,0.86876,0.19249
MMP24,0.86867,0.19251
OR52B2,0.86863,0.19253
PPP6R3,0.86835,0.1926
ASF1A,0.86827,0.19262
PPP4R2,0.86829,0.19262
JMJD7-PLA2G4B,0.86804,0.19269
BRDT,0.86788,0.19273
CALML5,0.86748,0.19284
CLCNKB,0.86721,0.19291
CAMK2N2,0.86692,0.19299
DGCR14,0.86687,0.19301
PGC,0.86675,0.19304
USP19,0.86673,0.19305
ANK2,0.86653,0.1931
CRYGN,0.86644,0.19312
PAX1,0.86582,0.19329
BCL3,0.86577,0.19331
TMOD1,0.86568,0.19333
INTS5,0.86525,0.19345
ZC3H6,0.86522,0.19346
TJP2,0.86504,0.19351
NPPB,0.86403,0.19379
QTRT1,0.86387,0.19383
DAB2IP,0.86384,0.19384
DENND4C,0.86334,0.19398
SERPINA11,0.86333,0.19398
SPTY2D1,0.86297,0.19408
NLRP4,0.86217,0.1943
KIAA0922,0.86196,0.19435
POU5F1B,0.86185,0.19439
GJC1,0.86139,0.19451
LANCL1,0.86127,0.19455
FGF6,0.86117,0.19457
PDE6B,0.86116,0.19457
ERF,0.86096,0.19463
EBPL,0.86097,0.19463
OR5B17,0.86049,0.19476
PWWP2A,0.8604,0.19479
ZNF547,0.85983,0.19494
BCL2L1,0.85979,0.19495
TMEM109,0.85981,0.19495
SEC14L3,0.85937,0.19507
GPER1,0.85932,0.19508
HTR2B,0.85933,0.19508
CHMP2A,0.85919,0.19512
FMO2,0.85915,0.19513
TINAGL1,0.85915,0.19513
ABCB4,0.85906,0.19515
ZNF12,0.85895,0.19518
H2AFX,0.85897,0.19518
S1PR1,0.85874,0.19524
ZNF551,0.85817,0.1954
CAMK2D,0.85792,0.19547
C11orf42,0.85788,0.19548
ZNF543,0.85787,0.19548
P2RY12,0.85782,0.1955
DMRT2,0.85734,0.19563
PEPD,0.85726,0.19565
QARS,0.85716,0.19568
NINL,0.85703,0.19572
ATXN1L,0.85693,0.19574
RGMA,0.85677,0.19578
RNF19A,0.8567,0.19581
LOC101060391,0.85617,0.19595
PHLDA1,0.85547,0.19615
ENKUR,0.85527,0.1962
NPB,0.85515,0.19623
CCND3,0.8551,0.19625
SWSAP1,0.85478,0.19634
RASGRP3,0.85461,0.19638
HOXA11,0.85438,0.19645
DEFA3,0.85426,0.19648
BANF2,0.85378,0.19661
ABCB9,0.85374,0.19662
LRRC7,0.85328,0.19675
OR4F6,0.85326,0.19676
VPREB3,0.85325,0.19676
RHOG,0.85285,0.19687
XXYLT1,0.85283,0.19688
CDHR5,0.8526,0.19694
C1orf185,0.85258,0.19695
MED13,0.85235,0.19701
LILRB3,0.85215,0.19707
PLSCR1,0.85162,0.19721
KRTAP19-3,0.85158,0.19722
KLF7,0.85156,0.19723
NGEF,0.85154,0.19723
PPP1R15A,0.8515,0.19725
LANCL2,0.85137,0.19728
IRX3,0.85116,0.19734
TLX1,0.85102,0.19738
SGK223,0.85092,0.19741
F7,0.85071,0.19747
DDIT4L,0.85064,0.19748
C2orf76,0.85047,0.19753
LINGO2,0.85034,0.19757
DBT,0.85035,0.19757
PRPF19,0.85029,0.19758
ZNF407,0.85027,0.19759
CDNF,0.84981,0.19771
ZNF425,0.84978,0.19772
COPS5,0.84927,0.19787
EMX2,0.84899,0.19794
CAMKK1,0.84901,0.19794
ADAMTSL1,0.84863,0.19804
KSR1,0.84859,0.19806
LOC101928948,0.84845,0.19809
RIT2,0.84829,0.19814
ANXA5,0.84819,0.19817
ALAS1,0.84803,0.19821
FAM65B,0.84795,0.19823
THAP10,0.84786,0.19826
IKBKB,0.84758,0.19834
MTMR2,0.84743,0.19838
ANO2,0.84727,0.19842
CXCR4,0.84699,0.1985
RASGRP2,0.84693,0.19852
LOC100506504,0.84602,0.19877
TRMT13,0.84599,0.19878
NKAIN3,0.84582,0.19883
PKMYT1,0.84511,0.19903
DDX4,0.84472,0.19913
BTBD3,0.84453,0.19919
SPSB4,0.84434,0.19924
ASB17,0.84416,0.19929
ZNF568,0.84414,0.1993
MAPK8IP2,0.84363,0.19944
EFCAB1,0.84361,0.19944
RBM15B,0.84329,0.19953
PROM1,0.84306,0.1996
LOC644277,0.84297,0.19962
RHOB,0.84282,0.19966
TMEM33,0.84283,0.19966
SPECC1,0.84267,0.19971
TIPARP,0.84256,0.19974
CLCN6,0.84229,0.19981
HSPB6,0.84227,0.19982
CIB2,0.84221,0.19984
SYPL2,0.8421,0.19987
TESC,0.84204,0.19988
ZFP69B,0.84194,0.19991
UBE2T,0.84195,0.19991
PEG3,0.84178,0.19996
ZIM2,0.84178,0.19996
RNF168,0.84166,0.19999
ECE2,0.84122,0.20011
FITM1,0.84118,0.20012
RABGGTB,0.8411,0.20015
HFM1,0.8407,0.20026
STON2,0.84043,0.20033
SYCP3,0.83998,0.20046
SNRNP35,0.83984,0.2005
SPAG8,0.83971,0.20054
GSTA4,0.83926,0.20066
PEX19,0.83906,0.20072
ANKRD32,0.83851,0.20087
FREM3,0.83826,0.20094
NEK10,0.83816,0.20097
PCP4L1,0.83802,0.20101
FBXO21,0.83773,0.20109
BRD4,0.83721,0.20124
AIFM2,0.83716,0.20125
ANKRD37,0.83692,0.20132
NDUFS8,0.83678,0.20136
SBK2,0.83663,0.2014
CD8A,0.83635,0.20148
NUDT21,0.83628,0.2015
SRCAP,0.8357,0.20166
DRD1,0.83554,0.20171
LNX2,0.83523,0.20179
URB1,0.83515,0.20182
ABCA7,0.83437,0.20204
BCL6,0.83412,0.20211
ALDH1A2,0.83393,0.20216
POTEE,0.83385,0.20218
PDXK,0.83346,0.20229
CDC14A,0.83307,0.2024
NWD1,0.83299,0.20242
FAM69B,0.83296,0.20243
XRCC2,0.83292,0.20244
ERMARD,0.83287,0.20246
OXTR,0.83285,0.20247
ACTN1,0.8326,0.20253
SRD5A3,0.83222,0.20264
BCHE,0.83134,0.20289
BCL2L14,0.83123,0.20292
HSPB8,0.8305,0.20313
SASS6,0.83032,0.20318
OR5B12,0.83014,0.20323
JMJD7,0.83007,0.20325
UBXN2B,0.82994,0.20329
NOS1,0.82986,0.20331
HAL,0.82957,0.20339
MN1,0.82952,0.20341
CCDC42,0.82948,0.20342
LYPD5,0.82946,0.20342
BAZ2B,0.82932,0.20346
FAM81A,0.82934,0.20346
FBXO9,0.82887,0.20359
TRIM35,0.82872,0.20363
ZHX3,0.8287,0.20364
PPL,0.82861,0.20366
C1orf86,0.82792,0.20386
EFCC1,0.82772,0.20392
NCAM1,0.82761,0.20395
IL17RB,0.82758,0.20395
LYPLAL1,0.82756,0.20396
HSP90AA1,0.82753,0.20397
SLU7,0.82736,0.20402
ADCY5,0.82735,0.20402
CDAN1,0.82723,0.20405
SARS,0.82715,0.20408
PRSS35,0.82701,0.20411
FAH,0.82667,0.20421
ITIH5,0.82663,0.20422
ZNF879,0.82654,0.20425
ZNF721,0.82647,0.20427
TTI2,0.82644,0.20428
STAC2,0.82602,0.2044
OGG1,0.82569,0.20449
COLQ,0.82568,0.20449
FAM183A,0.82564,0.2045
SLITRK5,0.82535,0.20459
WDFY2,0.82518,0.20463
TRIT1,0.82504,0.20467
RPS9,0.82491,0.20471
DHX38,0.82463,0.20479
FDXACB1,0.82442,0.20485
ARC,0.82423,0.2049
BPHL,0.82358,0.20509
RALGAPA1,0.82336,0.20515
PYDC2,0.82309,0.20523
LOC101928291,0.82305,0.20524
SPATA13,0.823,0.20525
CEP72,0.82251,0.20539
DCAF8,0.82239,0.20543
UGT2B28,0.8222,0.20548
TXNDC16,0.82211,0.20551
CD52,0.82166,0.20563
ZNF266,0.82166,0.20563
DCAF4L2,0.82111,0.20579
LCP2,0.82109,0.2058
MAK16,0.82096,0.20583
AHNAK2,0.82093,0.20584
SLC25A38,0.82079,0.20588
PYDC1,0.82064,0.20593
TXNL4B,0.82055,0.20595
PLCH1,0.82033,0.20601
EXO1,0.82002,0.2061
ABI1,0.81994,0.20612
ZKSCAN3,0.81984,0.20616
SLC19A1,0.81979,0.20617
FIGNL1,0.81945,0.20627
GALNT15,0.81922,0.20633
YOD1,0.81872,0.20647
RFPL4B,0.81817,0.20663
CMTR1,0.81815,0.20664
C9orf153,0.81798,0.20668
KIAA1324,0.81772,0.20676
DEFB1,0.81766,0.20678
ATP1A4,0.8176,0.20679
HELB,0.81753,0.20681
MSH6,0.8175,0.20682
MBOAT7,0.81708,0.20694
OR5D13,0.81683,0.20701
HSPA2,0.81618,0.2072
STARD13,0.81574,0.20732
TRAM1L1,0.81532,0.20744
REC114,0.81518,0.20749
DDX41,0.8151,0.20751
LOC101929578,0.81468,0.20763
HIST1H2AK,0.81453,0.20767
PTRH1,0.81446,0.20769
RNF123,0.81444,0.2077
PXDC1,0.81423,0.20776
HSPA14,0.81412,0.20779
FAM21A,0.814,0.20782
MEIOB,0.81393,0.20784
ICAM3,0.81368,0.20791
GATA5,0.81358,0.20794
INPP4B,0.81359,0.20794
CFAP61,0.81353,0.20796
ZDHHC18,0.81332,0.20802
CEP85,0.81287,0.20815
BCDIN3D,0.81271,0.20819
TANK,0.81268,0.2082
CAV2,0.81248,0.20826
PRPF4,0.81234,0.2083
STAB1,0.81222,0.20833
CTU1,0.81212,0.20836
TRIM33,0.81166,0.20849
TTBK1,0.81153,0.20853
SMARCD3,0.81106,0.20867
LOC100130880,0.81083,0.20873
C3orf30,0.81077,0.20875
AMFR,0.81021,0.20891
MYBPH,0.80982,0.20902
CYP4F12,0.80968,0.20906
HDAC7,0.80965,0.20907
LPXN,0.80925,0.20918
C1orf146,0.80893,0.20928
ZNF768,0.80822,0.20948
ACPP,0.80734,0.20973
SERTM1,0.80732,0.20974
SLC5A11,0.80729,0.20975
CPSF6,0.80714,0.20979
GNAI2,0.80714,0.20979
SWT1,0.80712,0.2098
GOSR2,0.80655,0.20996
INSM2,0.80634,0.21002
LAMA3,0.80609,0.2101
POLR2A,0.80574,0.2102
POTEF,0.80553,0.21026
CSK,0.8053,0.21032
REPS1,0.80509,0.21038
RAD23A,0.80486,0.21045
LRRC75A,0.8047,0.2105
AQP1,0.80435,0.2106
FAM45A,0.80425,0.21063
KCTD15,0.80418,0.21065
OGFOD1,0.80409,0.21067
PHF1,0.80363,0.21081
UQCC3,0.80359,0.21082
TM4SF1,0.80352,0.21084
THAP11,0.80307,0.21097
SUPT3H,0.80289,0.21102
ATRN,0.80262,0.2111
ZNF865,0.80253,0.21112
CCDC74B,0.80249,0.21114
SLC25A32,0.80247,0.21114
ADGRA1,0.80223,0.21121
QRSL1,0.80174,0.21135
MEOX1,0.8012,0.21151
GEMIN7,0.80113,0.21153
OTOP1,0.8011,0.21154
MRPL36,0.80108,0.21154
IFNL1,0.80062,0.21167
SFRP2,0.80062,0.21168
HLA-DOB,0.80049,0.21171
ARHGAP11A,0.80014,0.21181
C8orf44-SGK3,0.79959,0.21197
ZBTB4,0.79954,0.21199
P2RY11,0.79917,0.2121
BTBD8,0.79897,0.21215
MCPH1,0.79819,0.21238
KIAA1147,0.79799,0.21244
XKR9,0.79778,0.2125
F2R,0.79763,0.21254
GRPEL2,0.79757,0.21256
DCAF13,0.79705,0.21271
CNST,0.7967,0.21281
OR9A2,0.79651,0.21287
FBXW7,0.79636,0.21291
CA6,0.79626,0.21294
OR2L3,0.79588,0.21305
MRPL13,0.79583,0.21306
CTNNBL1,0.79581,0.21307
MINPP1,0.79542,0.21318
PPA2,0.7954,0.21319
PAPSS1,0.79535,0.2132
OR6V1,0.79535,0.21321
DEAF1,0.79534,0.21321
PRRX1,0.79524,0.21324
AKAP3,0.79513,0.21327
C1QL2,0.79513,0.21327
MRPS16,0.79491,0.21333
MARCH8,0.79488,0.21334
TBC1D22B,0.79484,0.21335
ASB5,0.79481,0.21336
VPS4B,0.79417,0.21355
PHOSPHO2,0.79354,0.21373
VIPAS39,0.79321,0.21383
MYO1G,0.79268,0.21398
CCKAR,0.79254,0.21402
OSCP1,0.7925,0.21403
TK1,0.7923,0.21409
TCTEX1D2,0.79212,0.21415
FRS3,0.79171,0.21426
GIPC1,0.7915,0.21433
TSEN34,0.79143,0.21435
ANGPTL6,0.79129,0.21439
ZNF347,0.79125,0.2144
CAPRIN2,0.79064,0.21458
RBM47,0.79022,0.2147
ZAR1,0.79015,0.21472
HSD3B7,0.79009,0.21474
C1orf68,0.79003,0.21475
FYTTD1,0.79001,0.21476
TMEM132A,0.78998,0.21477
TOR1AIP1,0.78969,0.21485
GNA13,0.78969,0.21486
RNF112,0.78901,0.21505
EEF2,0.78901,0.21505
SEPT12,0.78892,0.21508
TMEM59,0.7888,0.21511
ATXN7L2,0.7888,0.21511
EPB42,0.78877,0.21512
MYADM,0.7887,0.21514
SDHC,0.78869,0.21515
USF2,0.78813,0.21531
MRPL39,0.78804,0.21534
CCDC129,0.78782,0.2154
PRSS33,0.78762,0.21546
SCG5,0.78752,0.21549
CHRAC1,0.78735,0.21554
LRTM1,0.78715,0.2156
WRNIP1,0.78695,0.21565
LOC643355,0.78686,0.21568
ABCC10,0.78679,0.2157
PLEKHF2,0.78664,0.21575
FXR1,0.78661,0.21575
TGM4,0.78631,0.21584
ABT1,0.78603,0.21593
MAPK7,0.7859,0.21596
EXOSC10,0.78575,0.21601
NUMB,0.78554,0.21607
OTP,0.78531,0.21614
SRGAP3,0.78508,0.2162
CD44,0.78503,0.21622
ADAD2,0.78465,0.21633
SH3PXD2B,0.78456,0.21636
RPL37,0.78437,0.21641
ANKRD33,0.78426,0.21644
ERI1,0.78421,0.21646
CLPB,0.78394,0.21654
UBOX5,0.78363,0.21663
DUSP6,0.78348,0.21667
KANSL2,0.78329,0.21673
SMPD1,0.78313,0.21677
INCA1,0.78314,0.21677
SMIM18,0.78307,0.21679
SSTR2,0.78297,0.21682
VDR,0.78281,0.21687
TOR2A,0.78278,0.21688
ARMC8,0.7826,0.21693
FOXE3,0.78262,0.21693
ZFP91,0.78251,0.21696
PPP1R1B,0.78243,0.21698
PDE1A,0.78244,0.21698
ZPR1,0.78244,0.21698
TCHHL1,0.78214,0.21707
MGAT5B,0.78178,0.21717
AKR1C4,0.78158,0.21723
BAIAP2,0.78138,0.21729
ZBTB1,0.7812,0.21734
UNC119B,0.78118,0.21735
CLIP2,0.78091,0.21743
CST9,0.78051,0.21755
FUBP1,0.7805,0.21755
GJB4,0.78016,0.21765
BUD13,0.7798,0.21775
SPP2,0.77966,0.2178
PARS2,0.77949,0.21784
SLC4A1,0.77948,0.21785
HTR4,0.7794,0.21787
BTG1,0.7792,0.21793
MYL1,0.77888,0.21802
AXIN1,0.77889,0.21802
LYSMD3,0.77844,0.21815
SETD7,0.77831,0.21819
ZNF141,0.77812,0.21825
SPDYE3,0.77802,0.21828
TUBA3D,0.77796,0.2183
SLC25A20,0.77787,0.21832
CCL20,0.77773,0.21836
ADNP,0.77774,0.21836
CETP,0.77771,0.21837
HGFAC,0.77767,0.21838
ERLIN2,0.77748,0.21844
ANKMY2,0.77735,0.21848
NEIL3,0.77716,0.21853
OR51G2,0.77696,0.21859
RHOQ,0.77679,0.21864
EXPH5,0.77663,0.21869
SYT9,0.77651,0.21872
HIVEP1,0.77629,0.21879
KIAA0319L,0.77621,0.21881
ESRP1,0.77615,0.21883
KIF1A,0.7758,0.21893
TTC39B,0.77568,0.21897
SCT,0.77551,0.21902
FHL2,0.77543,0.21904
LOC100996598,0.77539,0.21905
CHDH,0.77536,0.21906
ATG16L1,0.77495,0.21918
ZNF579,0.77479,0.21923
CGRRF1,0.77447,0.21933
TMEM265,0.77442,0.21934
C19orf73,0.77395,0.21948
DST,0.77354,0.2196
TIMM22,0.77342,0.21964
FXYD2,0.77329,0.21967
DAP3,0.77311,0.21973
ADAM15,0.77307,0.21974
HMGN1,0.77302,0.21975
MOCS2,0.77299,0.21976
PAX5,0.77222,0.21999
KIAA1462,0.77213,0.22002
LSR,0.77173,0.22014
FBLIM1,0.7708,0.22041
UROD,0.77054,0.22049
AHR,0.77042,0.22052
FBXO33,0.77038,0.22054
CDHR1,0.76964,0.22076
FAM117B,0.76959,0.22077
C2CD2,0.76938,0.22083
CHN2,0.76934,0.22085
CALHM2,0.7692,0.22089
GLS,0.76909,0.22092
NFKB2,0.76896,0.22096
KIAA1107,0.76895,0.22096
CDCA7L,0.76858,0.22107
HTR1A,0.76816,0.2212
GAL3ST4,0.76807,0.22122
CCR8,0.76795,0.22126
FARSA,0.76765,0.22135
SRP54,0.76746,0.2214
SATB2,0.76736,0.22143
LIN7B,0.76737,0.22143
RFX2,0.76723,0.22147
LTF,0.76685,0.22158
TMEM255B,0.76674,0.22162
VAMP8,0.76674,0.22162
MUC21,0.76672,0.22162
HBD,0.76656,0.22167
SRCIN1,0.76636,0.22173
ATRNL1,0.76636,0.22173
ZNF524,0.76628,0.22175
SH3RF2,0.76621,0.22178
CRYBB2,0.76611,0.2218
IL9,0.76584,0.22188
TBC1D12,0.76584,0.22189
VCAM1,0.76547,0.222
THAP5,0.76547,0.222
CEP89,0.76536,0.22203
KIAA1429,0.76499,0.22214
HIST1H2AJ,0.76494,0.22215
SH3GLB1,0.76495,0.22215
ZYX,0.76491,0.22216
VPS53,0.76481,0.22219
BDP1,0.76481,0.22219
FAM92A1,0.76444,0.2223
HIST1H2AL,0.76422,0.22237
BCL11A,0.76412,0.2224
SFXN5,0.76409,0.22241
FOXJ3,0.76402,0.22243
GK2,0.76392,0.22246
ABHD6,0.76358,0.22256
ENO1,0.76343,0.2226
NUMBL,0.76342,0.22261
PAX4,0.76341,0.22261
MTX1,0.76316,0.22268
MSRA,0.76303,0.22272
AMIGO3,0.76277,0.2228
CACNG2,0.76253,0.22287
MAP1LC3C,0.76239,0.22291
ZNF124,0.76224,0.22296
BNC1,0.76202,0.22303
CBWD2,0.76092,0.22335
NCOA2,0.7608,0.22339
SLC37A2,0.7607,0.22342
LRRN1,0.76055,0.22346
DEFB124,0.76049,0.22348
ST6GALNAC5,0.76046,0.22349
KEL,0.76031,0.22354
GLB1L2,0.76004,0.22362
FKBP1A,0.7596,0.22375
SEPT5,0.7596,0.22375
GIP,0.75959,0.22375
ANPEP,0.75941,0.22381
KLF2,0.75929,0.22384
TRNP1,0.75922,0.22386
DSG4,0.75919,0.22387
MCCC2,0.75916,0.22388
CDH15,0.75903,0.22392
PROK1,0.75897,0.22394
SPACA3,0.75891,0.22395
HPS4,0.75882,0.22398
LARGE,0.75869,0.22402
ST6GALNAC2,0.75861,0.22404
PCBP1,0.75843,0.2241
FAM209B,0.75823,0.22416
C12orf71,0.7582,0.22417
GAS2L3,0.75798,0.22423
FER,0.75777,0.2243
LOC101927420,0.75775,0.2243
CCZ1,0.75763,0.22433
TTL,0.75709,0.2245
ARRDC4,0.75665,0.22463
GPRC5D,0.75646,0.22469
CRACR2A,0.75625,0.22475
FRA10AC1,0.75593,0.22485
KIF1B,0.75578,0.22489
KLRF1,0.75503,0.22511
DNAJC19,0.75496,0.22514
CCDC43,0.75456,0.22526
TRIM66,0.75423,0.22535
CST3,0.75404,0.22541
LAMP1,0.75375,0.2255
ADRA2A,0.75362,0.22554
ANKRD55,0.75357,0.22555
RPL35A,0.75353,0.22557
RAPGEF5,0.75309,0.2257
PNMA1,0.75308,0.2257
UBALD2,0.75292,0.22575
PDE6D,0.75271,0.22581
SLC30A6,0.75263,0.22584
C8orf37,0.75261,0.22584
IL36A,0.75238,0.22591
BCR,0.75216,0.22598
DNAJC9,0.75194,0.22604
GTF2H1,0.75173,0.22611
OBP2B,0.75163,0.22614
COG1,0.75094,0.22634
ZNF829,0.75083,0.22638
RFK,0.75074,0.2264
CHKB,0.75058,0.22645
ARPC1A,0.75046,0.22649
HMGA2,0.75025,0.22655
ZNF211,0.74975,0.2267
PDHB,0.74941,0.22681
NCSTN,0.74939,0.22681
TTC27,0.74931,0.22684
AQP11,0.74917,0.22688
SAMD4A,0.74838,0.22711
SRRM4,0.74837,0.22712
FMNL1,0.74831,0.22714
RNF7,0.74789,0.22726
ALDOB,0.74774,0.22731
TFAP2A,0.74766,0.22733
BIRC8,0.74758,0.22736
MCHR2,0.74728,0.22745
TPRG1,0.74705,0.22752
DNA2,0.74702,0.22753
SNRNP25,0.74678,0.2276
ALOX5AP,0.74667,0.22763
HIGD2A,0.74666,0.22763
PVRIG,0.74663,0.22764
LRRC74B,0.74653,0.22767
DPEP3,0.7465,0.22768
ZFYVE26,0.74634,0.22773
PIWIL2,0.74629,0.22775
HS3ST6,0.74621,0.22777
PDIA4,0.74616,0.22779
KRTAP19-4,0.74611,0.2278
HIST1H2BN,0.7461,0.2278
ARHGEF11,0.74599,0.22784
GBP6,0.74596,0.22785
