symbol,ZSTAT,P
NACC2,1.0985,0.13598
ELOVL5,1.0985,0.13599
KSR2,1.0983,0.13604
NDUFAB1,1.0981,0.13608
CPNE8,1.0977,0.13616
EIF3F,1.097,0.13631
RHOT1,1.097,0.13633
METTL25,1.0969,0.13635
ZNF343,1.0968,0.13637
AK8,1.0966,0.13641
MDP1,1.0964,0.13646
ARHGEF28,1.0963,0.13648
FLNB,1.096,0.13654
DCLRE1C,1.0958,0.13658
LIPT2,1.0957,0.1366
PPCS,1.0954,0.13668
BANF2,1.0953,0.13669
SDHA,1.0952,0.13672
EPM2A,1.0948,0.1368
EARS2,1.0948,0.13681
ODF3,1.0948,0.13681
KIFAP3,1.0948,0.13681
SIK1,1.0947,0.13682
MYH14,1.0945,0.13686
LOC101927029,1.0942,0.13694
UBE3C,1.094,0.13697
SNAP23,1.0937,0.13704
CHRDL2,1.0936,0.13707
DESI1,1.0932,0.13715
DEGS2,1.0932,0.13716
TAX1BP3,1.0931,0.13718
CYGB,1.0928,0.13724
PPP1R1A,1.0921,0.13739
MAK,1.0918,0.13746
SLC28A2,1.0912,0.1376
ZNF581,1.0907,0.13769
CINP,1.0907,0.1377
SDHAF4,1.0905,0.13775
CRHR2,1.0902,0.13781
CLEC4G,1.09,0.13786
PDCD6,1.0897,0.13791
NMNAT3,1.0895,0.13796
CCL13,1.0894,0.13799
GCDH,1.0894,0.138
KRR1,1.0892,0.13804
BAG1,1.0889,0.13811
GLT8D2,1.0886,0.13817
AHDC1,1.0882,0.13826
NACA,1.0881,0.13828
ANKRD45,1.088,0.13831
PDXP,1.0878,0.13835
HIST1H2BK,1.0875,0.13841
NLRC5,1.0874,0.13842
HHIP,1.0873,0.13845
SAMD13,1.0873,0.13846
WDSUB1,1.0872,0.13847
MARC2,1.0871,0.1385
C7orf65,1.0871,0.13851
DOPEY2,1.0869,0.13855
C2CD4C,1.0867,0.13858
SLC7A1,1.0867,0.1386
FAM183A,1.0863,0.13867
ERICH2,1.0863,0.13867
DEPDC5,1.0863,0.13868
TRAPPC2L,1.0861,0.13872
CHSY3,1.0859,0.13876
POR,1.0856,0.13883
H2AFJ,1.0855,0.13886
TSHB,1.0853,0.1389
ENTHD2,1.0851,0.13895
MS4A18,1.0849,0.13898
LOC101927160,1.0848,0.139
IZUMO3,1.0845,0.13907
CAPN15,1.0844,0.13908
PRR18,1.0844,0.13909
LRRC23,1.0842,0.13915
TAF10,1.0841,0.13916
PACSIN1,1.0841,0.13916
CST7,1.0837,0.13925
PPFIBP2,1.0834,0.13932
FAM161B,1.0833,0.13933
STMN1,1.0828,0.13945
ACRBP,1.0827,0.13946
GTF2B,1.0826,0.1395
OR10A2,1.0822,0.13958
ZSCAN20,1.082,0.13963
MTIF2,1.0817,0.13969
TPP1,1.0811,0.13982
RAB13,1.0811,0.13982
RFK,1.0811,0.13983
FBXO24,1.0809,0.13986
KRT81,1.0808,0.13988
SMAP2,1.0807,0.13992
APLNR,1.0806,0.13994
UBFD1,1.0805,0.13997
IL17F,1.0796,0.14016
UBE2N,1.0794,0.1402
C19orf54,1.0792,0.14026
ITGA6,1.079,0.14029
CHD4,1.0786,0.14038
C18orf32,1.0779,0.14054
TATDN2,1.0779,0.14055
KRTAP19-7,1.0778,0.14055
MTSS1,1.0778,0.14057
PLEKHA3,1.0777,0.14059
MED28,1.0774,0.14065
SLC9A8,1.077,0.14074
TRAF6,1.0769,0.14076
HEG1,1.0769,0.14077
PRG4,1.0767,0.14081
C1orf110,1.0764,0.14088
LMTK3,1.0763,0.1409
FXN,1.0759,0.14098
CYP2S1,1.0758,0.14101
MPO,1.0754,0.1411
LYSMD4,1.0752,0.14115
TKTL2,1.0747,0.14124
FAM117B,1.0747,0.14126
SHH,1.0743,0.14135
KBTBD3,1.0743,0.14135
KYNU,1.0741,0.14139
GAD2,1.074,0.1414
GLIPR1L1,1.074,0.14141
C15orf39,1.074,0.14142
ACAN,1.0739,0.14143
GSC2,1.0735,0.14153
LOC100506922,1.0735,0.14153
C11orf53,1.0732,0.1416
LOC101929185,1.0729,0.14166
OTOF,1.0726,0.14173
UBALD2,1.0724,0.14178
AGFG2,1.0721,0.14184
NPR1,1.0717,0.14192
HS6ST1,1.0716,0.14195
CTPS1,1.0712,0.14203
SAC3D1,1.0711,0.14205
DOCK4,1.0707,0.14216
ZNF189,1.0705,0.1422
ZNF488,1.0701,0.14229
ZNF761,1.07,0.1423
TAS2R7,1.07,0.1423
MLEC,1.0693,0.14247
PABPC4L,1.0693,0.14248
GFRAL,1.069,0.14254
REG3G,1.0689,0.14256
SCNN1B,1.0685,0.14265
CHRNA9,1.0681,0.14274
FBXL13,1.068,0.14276
FAM13C,1.0676,0.14284
RWDD2A,1.0675,0.14286
P3H1,1.0675,0.14288
ZNF823,1.0673,0.14293
MYO1F,1.067,0.14298
KIF6,1.0669,0.143
SAV1,1.0667,0.14305
STRA6,1.0667,0.14306
TRPV5,1.0663,0.14314
PPAPDC1A,1.0662,0.14317
IFNA16,1.0661,0.14319
ZNF784,1.066,0.14322
MORF4L1,1.0659,0.14323
SOS1,1.0658,0.14326
MTAP,1.0654,0.14334
KCNMB3,1.0654,0.14336
JARID2,1.0652,0.1434
ATRN,1.0651,0.14342
FKBP7,1.0646,0.14352
RFC5,1.0645,0.14355
TYW1,1.0645,0.14356
FEZF1,1.0639,0.14369
SLC41A1,1.0639,0.14369
EPB41L3,1.0637,0.14372
SLC22A8,1.0635,0.14377
USP24,1.0635,0.14378
RPL29,1.0633,0.14381
FBXO15,1.0632,0.14383
AGAP3,1.0632,0.14385
NPC1,1.0632,0.14385
POMP,1.0632,0.14385
CD177,1.063,0.14389
LEP,1.063,0.1439
SPATA31E1,1.0629,0.14391
TCF12,1.0626,0.14398
TFAP2A,1.0624,0.14404
DGCR8,1.062,0.14412
CNN2,1.062,0.14412
NXN,1.0618,0.14417
GCNT4,1.0615,0.14423
YTHDF3,1.0613,0.14427
TIMM21,1.0613,0.14428
FGF6,1.0608,0.14439
ARHGAP29,1.0606,0.14443
LOC101928592,1.0603,0.1445
SLC45A3,1.0602,0.14453
TBC1D1,1.0594,0.14471
MAML3,1.0593,0.14474
BRD4,1.0589,0.14481
RPP14,1.059,0.14481
GRIA1,1.0585,0.1449
CCDC77,1.0585,0.14491
LAD1,1.0581,0.14499
ARHGAP11A,1.0578,0.14508
PRR31,1.0577,0.14509
THBD,1.0574,0.14516
F2RL3,1.0571,0.14522
PAK6,1.0569,0.14527
POLD2,1.0567,0.14532
APOH,1.0566,0.14534
NAA11,1.0561,0.14547
SLC39A13,1.056,0.14549
CCDC74B,1.0559,0.1455
FBXL7,1.0553,0.14565
SATB1,1.055,0.14571
THBS1,1.0546,0.1458
KCNE3,1.0539,0.14597
CAST,1.0534,0.14608
OR1N2,1.0526,0.14626
DYNLRB2,1.0522,0.14636
LIMS1,1.052,0.14639
LOC101927403,1.052,0.14641
CLIP3,1.0516,0.14649
ACAT1,1.0509,0.14665
NELFA,1.0505,0.14675
OSM,1.0503,0.14678
IFNA7,1.0501,0.14683
SIRPD,1.0499,0.14688
MAP3K2,1.0497,0.14692
PTGDS,1.0495,0.14697
ZMYND12,1.0492,0.14703
PDE3B,1.0492,0.14705
IFNA14,1.0484,0.14723
ADAM11,1.0479,0.14734
ST6GALNAC2,1.0479,0.14735
LEUTX,1.0478,0.14737
DDAH1,1.0476,0.14741
C21orf140,1.0474,0.14747
FBXW5,1.0472,0.1475
BAG2,1.0472,0.1475
GLYR1,1.047,0.14756
SPOCK3,1.0466,0.14765
RSPRY1,1.0461,0.14776
ESPNL,1.046,0.14777
SLC2A5,1.0457,0.14784
DCTN6,1.0458,0.14784
LZTS3,1.0456,0.14787
POTEF,1.0455,0.14789
NOL4L,1.0455,0.14791
MRPS23,1.0451,0.14798
CDRT15,1.0451,0.14799
SGOL2,1.045,0.14801
NHP2L1,1.0449,0.14802
DNPEP,1.0449,0.14803
LIMK1,1.0446,0.14809
C6orf223,1.0444,0.14814
APC,1.0442,0.1482
ZNF506,1.0434,0.14839
LY96,1.0434,0.14839
GPR85,1.0429,0.1485
SNX13,1.0426,0.14856
CHD5,1.0424,0.1486
SRSF7,1.0422,0.14866
CLIC4,1.0421,0.14868
ARFRP1,1.042,0.14871
CDKN2B,1.0418,0.14875
PRSS54,1.0417,0.14878
SAP25,1.0412,0.14888
HFM1,1.0412,0.14889
PACS1,1.0411,0.14892
RPUSD3,1.0408,0.14899
SPOPL,1.0405,0.14905
C22orf46,1.0401,0.14915
OR52B2,1.04,0.14917
HPCA,1.04,0.14917
MPHOSPH8,1.0399,0.14918
MRPL40,1.0389,0.14944
CDYL,1.0387,0.14947
PTH,1.0386,0.14949
ARHGEF10L,1.0386,0.14949
LIAS,1.0383,0.14956
NPRL2,1.0377,0.1497
TFF2,1.0377,0.14971
PDAP1,1.0375,0.14975
MED12L,1.0369,0.1499
C21orf59,1.0368,0.1499
ACBD3,1.0365,0.14998
GCG,1.0361,0.15007
HKR1,1.0361,0.15008
GPR87,1.0355,0.15023
TRPM3,1.0353,0.15027
NPEPL1,1.0352,0.15028
STK31,1.0351,0.15032
SEC14L5,1.035,0.15034
NCAM2,1.0348,0.15038
STK4,1.0343,0.1505
PCF11,1.0341,0.15055
TGFBRAP1,1.0334,0.15072
RAB29,1.0333,0.15074
AP5B1,1.0331,0.15078
PMP22,1.0331,0.15078
RBM28,1.033,0.15081
ZNF35,1.0329,0.15083
ZNF467,1.0328,0.15084
NTNG2,1.0321,0.15101
SUCLG2,1.0321,0.15102
ABHD6,1.032,0.15104
ATG13,1.0319,0.15107
C17orf58,1.0316,0.15112
PEBP4,1.0314,0.15118
CD226,1.0314,0.15118
METTL7B,1.0307,0.15135
DIO2,1.0304,0.15141
TIPARP,1.0304,0.15141
KANK2,1.0303,0.15144
EPB41L4A,1.0299,0.15152
NKAPL,1.0299,0.15152
FAM76B,1.0299,0.15153
ZNF696,1.0299,0.15154
CFAP44,1.0296,0.1516
ASGR1,1.0294,0.15164
EIF1B,1.0289,0.15177
ATG7,1.0287,0.1518
DEFB132,1.0286,0.15184
BFAR,1.0285,0.15185
CTC1,1.0282,0.15192
SPSB2,1.028,0.15199
BUD31,1.0275,0.15209
LYRM9,1.0274,0.15212
TIA1,1.0273,0.15214
NRBF2,1.0272,0.15215
SLC17A9,1.0269,0.15223
C2orf69,1.0267,0.15229
PBRM1,1.0263,0.15237
RPL17-C18orf32,1.0263,0.15238
FAM169B,1.026,0.15245
SYS1,1.0258,0.15249
PURB,1.0255,0.15257
ZNF326,1.0253,0.15261
PLD6,1.0253,0.15262
AGAP5,1.0251,0.15265
GEMIN6,1.0249,0.15272
DNTTIP2,1.0245,0.1528
SLC17A5,1.0243,0.15284
FNDC5,1.0237,0.15299
CPXM2,1.0236,0.15301
ZFPL1,1.0233,0.15309
FOXO6,1.0231,0.15313
ZNF580,1.0231,0.15313
SGCA,1.0227,0.15322
CRTAP,1.0226,0.15325
SLC2A4RG,1.0218,0.15343
AASDHPPT,1.0218,0.15343
MS4A2,1.0218,0.15344
LRFN2,1.0216,0.15348
LRRC31,1.0216,0.15348
INSL5,1.0215,0.1535
SNRPA,1.0209,0.15366
CNTNAP3,1.0208,0.15368
ELOVL7,1.0206,0.15372
C12orf60,1.0203,0.15378
DCLK2,1.0202,0.15381
C8orf89,1.0198,0.15392
ZNF277,1.0196,0.15397
SLC35C2,1.0193,0.15403
TEKT4,1.0192,0.15406
NLRP1,1.019,0.15411
MEF2BNB,1.0189,0.15413
ZMYM6,1.0187,0.15416
NETO1,1.0177,0.15441
KIF3A,1.0174,0.15449
HBM,1.017,0.15458
LAT2,1.0169,0.1546
CCR7,1.0165,0.15469
LOC100506127,1.0164,0.15473
SNX1,1.0164,0.15473
PCYOX1,1.016,0.15482
LHFPL3,1.016,0.15483
CBLN1,1.0158,0.15486
CTNND2,1.0151,0.15502
ENG,1.0148,0.1551
MEX3C,1.0147,0.15512
GZMB,1.0145,0.15516
PADI1,1.0144,0.1552
WDR49,1.0143,0.15522
OR10G8,1.0141,0.15527
LARP4,1.0138,0.15533
RANBP1,1.0136,0.15538
DAAM1,1.0133,0.15545
PRPF31,1.0132,0.15547
ADM2,1.0129,0.15554
PRR20E,1.013,0.15554
HBS1L,1.0123,0.15569
RUNDC3B,1.0121,0.15574
C11orf42,1.0112,0.15595
PLIN3,1.0112,0.15595
FRRS1L,1.0108,0.15605
MGAT4B,1.0108,0.15606
PTCHD4,1.0107,0.15607
BUB3,1.0098,0.15629
SPATC1,1.0094,0.1564
KIF16B,1.0093,0.15641
AASDH,1.0093,0.15641
LIME1,1.009,0.1565
RPE,1.0089,0.15651
SCLY,1.0089,0.15651
TFPT,1.0088,0.15653
SFMBT1,1.0088,0.15654
HPSE,1.0086,0.15657
ASAH2,1.0086,0.15659
NAALADL1,1.0085,0.1566
TLN2,1.0085,0.15662
GGA1,1.0084,0.15663
GNL3,1.0082,0.15667
EIF4G1,1.008,0.15673
TSR1,1.0078,0.15678
BACH1,1.0076,0.15682
ADIPOR2,1.0071,0.15694
SORBS3,1.0071,0.15695
SMPD5,1.0064,0.15711
NUP160,1.0061,0.15717
ST14,1.0052,0.15741
ZNF793,1.0051,0.15742
ENO3,1.0048,0.1575
TGFBR2,1.0047,0.15751
SLC5A7,1.0046,0.15754
RNF216,1.0039,0.15772
CEBPD,1.0035,0.15781
CDCA8,1.0034,0.15784
IFNA6,1.003,0.15793
TMEM259,1.0029,0.15794
RPA1,1.0028,0.15797
PTGES3,1.0027,0.15799
RASAL1,1.0027,0.158
BUB1B,1.0027,0.15801
CDC37,1.0019,0.15819
SIRT4,1.0018,0.15822
PKN3,1.0016,0.15826
C19orf25,1.0016,0.15827
STARD10,1.0016,0.15827
REEP6,1.0016,0.15827
SYT3,1.0015,0.15828
FGF20,1.0015,0.1583
SERINC3,1.0012,0.15836
RPP25,1.0011,0.15838
MAP4,1.0011,0.15839
KIR3DL3,1.0008,0.15846
OPRD1,1.0006,0.15852
PGBD1,1.0002,0.1586
NEDD8,0.99997,0.15866
SRF,0.99997,0.15866
MAP6,0.99928,0.15883
MOCS2,0.99873,0.15896
CYP2R1,0.99864,0.15899
NFE2,0.99861,0.15899
OR10H2,0.9982,0.15909
HEXB,0.99808,0.15912
ZFP69B,0.99805,0.15913
ZDHHC8,0.99782,0.15918
AGGF1,0.9977,0.15921
DAP,0.99769,0.15922
SIDT1,0.99757,0.15924
LOC101060022,0.9975,0.15926
ZMIZ2,0.99717,0.15934
DHCR24,0.99692,0.1594
KCTD15,0.99688,0.15941
ARMC6,0.99672,0.15945
SLPI,0.99668,0.15946
STEAP1,0.99669,0.15946
AP1S1,0.99649,0.15951
SLC1A2,0.99645,0.15951
TRMT2A,0.99594,0.15964
C16orf71,0.99568,0.1597
TM7SF2,0.99554,0.15974
BEND3,0.99541,0.15977
FOXD2,0.99531,0.15979
SEMA4D,0.9952,0.15982
AK1,0.99516,0.15983
RGMA,0.99515,0.15983
SMARCD2,0.99507,0.15985
CP,0.99469,0.15994
ZNF304,0.99468,0.15995
GATAD2B,0.99461,0.15996
WFDC2,0.9946,0.15997
IL12RB1,0.99458,0.15997
SCG5,0.99442,0.16001
PCDH12,0.99408,0.16009
OGN,0.99395,0.16012
FAM69B,0.99391,0.16013
TSPAN1,0.9938,0.16016
NUS1,0.99374,0.16018
SPNS2,0.99362,0.16021
FOXB1,0.99354,0.16022
PHOSPHO1,0.9935,0.16023
CSPG4,0.99318,0.16031
MYO18B,0.99262,0.16045
PARP10,0.99252,0.16047
EPHX3,0.99247,0.16048
FNBP4,0.9924,0.1605
ALPL,0.99237,0.16051
RANBP9,0.99235,0.16051
CEP57,0.99221,0.16055
GSTA4,0.99207,0.16058
GMNC,0.99187,0.16063
SCAMP5,0.99186,0.16063
UMODL1,0.99152,0.16071
LACTB2,0.99151,0.16072
ZNF652,0.99132,0.16076
RGMB,0.99103,0.16083
RPL36,0.99035,0.161
PPCDC,0.98995,0.1611
NUP54,0.98979,0.16114
TMEM115,0.98976,0.16115
CHCHD6,0.98951,0.16121
HOXB13,0.98944,0.16122
ARMC8,0.98909,0.16131
SYNPR,0.98889,0.16136
RCCD1,0.98889,0.16136
NSD1,0.98876,0.16139
COPZ1,0.98847,0.16146
LOC101928344,0.98834,0.16149
SMO,0.98836,0.16149
ZBTB7C,0.98832,0.1615
CELF1,0.9883,0.1615
VCAN,0.98813,0.16155
ZKSCAN4,0.98798,0.16158
ATXN3,0.98796,0.16159
IGFL1,0.98704,0.16181
UGT2B10,0.98679,0.16187
SRGAP3,0.98671,0.16189
DDX60,0.98655,0.16193
RIN2,0.98592,0.16209
OR13C8,0.98587,0.1621
SIN3A,0.98565,0.16215
ZMYND10,0.98543,0.16221
ASPH,0.98536,0.16222
SPI1,0.98523,0.16225
BEND4,0.98468,0.16239
SFTA3,0.98467,0.16239
PFAS,0.98461,0.16241
KRTAP3-3,0.98457,0.16242
STX11,0.98425,0.1625
GOLT1A,0.98395,0.16257
METTL21A,0.98392,0.16258
COLEC11,0.98372,0.16263
KRI1,0.98343,0.1627
STAC2,0.9834,0.16271
FAT4,0.98328,0.16274
CREBL2,0.98254,0.16292
ADCK4,0.98205,0.16304
ZNF169,0.98205,0.16304
CCIN,0.98186,0.16308
HS3ST3A1,0.98175,0.16311
LZTS1,0.98168,0.16313
TMEM218,0.98147,0.16318
CCDC84,0.98134,0.16321
KANSL2,0.9813,0.16322
ZSCAN26,0.98121,0.16324
CALHM1,0.98124,0.16324
ITPKC,0.98116,0.16326
ADGRV1,0.98107,0.16328
PXDNL,0.98098,0.1633
CFAP54,0.98063,0.16339
HLA-A,0.98063,0.16339
ZASP,0.98034,0.16346
PPP2R2D,0.98025,0.16348
ZNF620,0.98026,0.16348
REEP4,0.98002,0.16354
RPP30,0.97997,0.16355
INO80,0.9798,0.16359
SIGLEC7,0.97933,0.16371
NRAS,0.97902,0.16379
MYL12B,0.9789,0.16381
OSR2,0.97878,0.16384
C9orf142,0.97867,0.16387
KY,0.97846,0.16392
TCEB1,0.97778,0.16409
RNPS1,0.97771,0.16411
INTU,0.97758,0.16414
GNE,0.97727,0.16422
C9orf153,0.97691,0.16431
SLC46A2,0.97653,0.1644
VEZF1,0.97649,0.16441
LOC283278,0.97625,0.16447
LOC101929206,0.97612,0.1645
RNF175,0.97555,0.16464
CLEC4M,0.97554,0.16465
HTR4,0.97547,0.16466
SPCS1,0.97527,0.16471
INPP5A,0.97522,0.16472
CEP350,0.97521,0.16473
KRT28,0.97471,0.16485
PFN1,0.97459,0.16488
IFNA10,0.97443,0.16492
FOXN4,0.97416,0.16499
SLC4A9,0.97405,0.16502
EID2,0.97394,0.16504
ZNF337,0.97391,0.16505
HIP1R,0.97336,0.16519
SYCE1,0.97314,0.16524
C22orf15,0.97288,0.16531
CCDC59,0.97198,0.16553
OR10G9,0.97185,0.16556
HDAC3,0.97182,0.16557
PBLD,0.97125,0.16571
ENTPD7,0.97113,0.16574
LYVE1,0.97101,0.16577
UBA5,0.97032,0.16594
MR1,0.97026,0.16596
TBC1D22B,0.97007,0.166
FCRL1,0.96997,0.16603
SNRPB,0.96995,0.16604
INPPL1,0.96951,0.16615
RAX,0.96947,0.16616
SLC16A8,0.96927,0.16621
PTPMT1,0.96927,0.16621
TMEM87B,0.96924,0.16621
ARL6IP6,0.96881,0.16632
INTS1,0.96856,0.16638
CXCR1,0.96852,0.16639
CEP89,0.96831,0.16644
ULBP1,0.96817,0.16648
PANK2,0.96807,0.1665
NUTM2A,0.96804,0.16651
ABCB9,0.9678,0.16657
LOC643802,0.96768,0.1666
ZNF79,0.9676,0.16662
ZNF469,0.9675,0.16665
POTEA,0.96666,0.16686
ST3GAL5,0.96659,0.16688
ME3,0.96628,0.16695
CITED2,0.96612,0.16699
CSE1L,0.96609,0.167
C6orf222,0.96603,0.16701
DNASE1L3,0.96585,0.16706
SAP30L,0.96545,0.16716
GIMAP2,0.96534,0.16719
GYPB,0.96526,0.16721
PRKRIR,0.96515,0.16723
PPP1R9B,0.96507,0.16725
ZNF121,0.96507,0.16725
COMMD9,0.96491,0.16729
RAB19,0.96479,0.16733
SH2B2,0.96411,0.16749
H3F3C,0.96394,0.16754
C1QTNF5,0.9632,0.16772
MFRP,0.9632,0.16772
MFAP4,0.96304,0.16776
MMP10,0.96265,0.16786
CD209,0.96227,0.16796
ZNF572,0.96208,0.16801
LRSAM1,0.962,0.16802
CARD17,0.962,0.16802
SENP2,0.96173,0.16809
TRIO,0.96169,0.1681
RAB4B,0.96142,0.16817
GDF10,0.96138,0.16818
ZNF721,0.96118,0.16823
TRMT12,0.96109,0.16825
SUDS3,0.96099,0.16828
LIPG,0.96096,0.16829
SMTN,0.96081,0.16832
KL,0.9608,0.16833
ENC1,0.9603,0.16845
AVPR1A,0.96027,0.16846
IFRD1,0.9602,0.16848
CNOT3,0.96011,0.1685
ZNF468,0.96,0.16853
TP53TG5,0.95969,0.16861
PDK1,0.9589,0.1688
GATA3,0.95873,0.16885
KRT23,0.95868,0.16886
RAET1E,0.95856,0.16889
USP35,0.95857,0.16889
BCLAF1,0.95831,0.16895
PCID2,0.95803,0.16902
LOR,0.95792,0.16905
ENOX1,0.95787,0.16906
PMM2,0.95774,0.1691
LCNL1,0.95767,0.16911
HTT,0.95764,0.16912
PLA2G4E,0.95764,0.16912
INSIG1,0.9572,0.16923
NLRP10,0.95711,0.16926
APMAP,0.95686,0.16932
KCNS2,0.95686,0.16932
SIPA1L1,0.95662,0.16938
KCNK3,0.9565,0.16941
OMG,0.95642,0.16943
LOC100506718,0.95618,0.16949
RNF167,0.9561,0.16951
METTL3,0.95611,0.16951
MARK1,0.95555,0.16965
TAF1B,0.95548,0.16967
GLT1D1,0.95536,0.1697
PEPD,0.95537,0.1697
NRN1,0.95418,0.17
TRNAU1AP,0.95384,0.17008
SRSF4,0.95367,0.17013
LPPR3,0.95345,0.17018
SLC6A13,0.95338,0.1702
SNPH,0.95314,0.17026
TTF2,0.95283,0.17034
HSF5,0.95273,0.17036
C7orf60,0.95257,0.1704
DLST,0.9526,0.1704
EVA1A,0.95255,0.17041
IREB2,0.95223,0.17049
ZNF234,0.9522,0.1705
CCL7,0.9522,0.1705
RAD18,0.95205,0.17054
PLOD2,0.95182,0.1706
HARBI1,0.9517,0.17062
MAPK8IP3,0.95165,0.17064
DHX9,0.95137,0.17071
CYP2C18,0.95113,0.17077
AKAP1,0.95093,0.17082
PTGDR2,0.95076,0.17086
CLTB,0.95068,0.17088
CCL4,0.95029,0.17098
TPGS1,0.94998,0.17106
IKBKE,0.94889,0.17134
ZMYM5,0.94877,0.17137
VCAM1,0.94829,0.17149
UNC13A,0.94814,0.17153
TTPAL,0.94809,0.17154
MYBPC3,0.94806,0.17155
LHFPL5,0.94792,0.17159
TBC1D15,0.94775,0.17163
DNAJC11,0.94712,0.17179
TMEM132E,0.94672,0.17189
ZNF785,0.9467,0.1719
ZNF627,0.94651,0.17194
DYNLL2,0.94653,0.17194
RPL3,0.9459,0.1721
ATF7,0.94556,0.17219
VWF,0.94543,0.17222
MST1,0.94511,0.1723
TMEM99,0.94506,0.17231
ZNF354C,0.94495,0.17234
NEDD8-MDP1,0.94461,0.17243
TMEM262,0.94458,0.17244
TCHHL1,0.94428,0.17251
KERA,0.94405,0.17257
XKR9,0.94366,0.17267
FBXL5,0.94295,0.17285
CYP4B1,0.94293,0.17286
PPP1R26,0.94256,0.17295
NUBP1,0.94237,0.173
FAM53A,0.94225,0.17303
HK1,0.94216,0.17306
RAN,0.94211,0.17307
C7orf69,0.94197,0.1731
ATP5B,0.94196,0.17311
PRRT3,0.94195,0.17311
UBXN2B,0.94193,0.17311
KCNJ16,0.94184,0.17314
SLC24A3,0.94145,0.17324
TMPRSS11A,0.94143,0.17324
COPG1,0.94073,0.17342
HDHD2,0.94045,0.17349
OR52N1,0.94047,0.17349
PLEKHA6,0.94011,0.17358
OR12D3,0.94009,0.17358
OR12D2,0.94009,0.17358
INTS6,0.94007,0.17359
HOXC9,0.93977,0.17367
RBM39,0.93943,0.17375
DBNDD2,0.93896,0.17388
NUDT17,0.93851,0.17399
UBC,0.93838,0.17402
ABHD10,0.93795,0.17414
GPR171,0.93774,0.17419
CLDN20,0.93768,0.1742
RPL14,0.9377,0.1742
ZNF552,0.93739,0.17428
NAALAD2,0.93717,0.17434
HGC6.3,0.93701,0.17438
ZMIZ1,0.93702,0.17438
HRH1,0.93693,0.1744
PSMD14,0.93633,0.17455
PPP3R1,0.93592,0.17466
TRIB3,0.93554,0.17475
STON2,0.93477,0.17495
ASPM,0.93461,0.17499
RNF14,0.93453,0.17502
MIA,0.93323,0.17535
PURG,0.93309,0.17539
TRADD,0.93299,0.17541
RARG,0.93293,0.17543
RNF112,0.93244,0.17556
CNNM2,0.93234,0.17558
AKR7A2,0.9321,0.17564
RELL2,0.93197,0.17568
PPP2R3C,0.93196,0.17568
ATXN1,0.93152,0.17579
SIPA1L3,0.93145,0.17581
AQP12A,0.93137,0.17583
PRSS41,0.93123,0.17587
CHST4,0.93094,0.17594
CHMP5,0.9308,0.17598
C1orf159,0.93065,0.17602
NDRG1,0.93053,0.17605
NCAN,0.93017,0.17614
SLC15A2,0.92961,0.17629
RHBDF2,0.92954,0.1763
RNF103-CHMP3,0.92945,0.17633
ZNF225,0.92923,0.17639
LIPA,0.92921,0.17639
CNIH3,0.92901,0.17644
ANAPC1,0.92877,0.1765
FAM46A,0.92876,0.17651
FBXO21,0.92874,0.17651
TRIM49B,0.92867,0.17653
PCDHGC5,0.92815,0.17667
CKS2,0.92772,0.17678
YARS,0.92757,0.17682
CLCA4,0.92733,0.17688
STAT1,0.92719,0.17691
OR4K15,0.92721,0.17691
LBX1,0.9271,0.17694
MARCH4,0.9268,0.17702
NINL,0.92654,0.17708
ANKS3,0.92649,0.1771
LCTL,0.92642,0.17711
NAB2,0.92604,0.17721
PTPN23,0.92578,0.17728
ERBB2IP,0.92574,0.17729
SYT6,0.92515,0.17744
ESAM,0.92487,0.17752
DES,0.92481,0.17753
ZNF226,0.92421,0.17769
NDUFC2,0.92357,0.17785
SNRPC,0.92344,0.17789
PRPF40A,0.92311,0.17797
MRPS21,0.9231,0.17798
TMTC1,0.92265,0.17809
ARHGAP28,0.92248,0.17814
ZNF197,0.92246,0.17814
TULP2,0.92215,0.17823
ZC3H3,0.92127,0.17845
ACSL5,0.92115,0.17849
RFX3,0.9211,0.1785
CTGF,0.92102,0.17852
TCERG1L,0.92042,0.17868
THAP5,0.92037,0.17869
SNX15,0.92021,0.17873
FIGNL2,0.91973,0.17886
LPIN1,0.91918,0.179
PER1,0.91907,0.17903
GDAP1L1,0.91853,0.17917
IWS1,0.91827,0.17924
SV2B,0.91721,0.17952
PAQR7,0.91716,0.17953
WNT5B,0.91684,0.17961
CABP1,0.91683,0.17961
ZNF852,0.91669,0.17965
C1orf210,0.91644,0.17972
CBLC,0.91641,0.17972
TGM3,0.91624,0.17977
MBOAT4,0.91606,0.17982
FPR1,0.91589,0.17986
PRSS44,0.91581,0.17988
BARX1,0.91578,0.17989
YY1,0.91561,0.17994
SRSF1,0.91553,0.17996
AQP7,0.91548,0.17997
TMEM235,0.91542,0.17999
DZANK1,0.91537,0.18
PCDHGC4,0.91492,0.18012
RPL12,0.9147,0.18018
NME9,0.91467,0.18018
ADAMTS4,0.91464,0.18019
KCNG1,0.91431,0.18028
SRSF5,0.91428,0.18029
KLK6,0.91404,0.18035
IKBKB,0.91385,0.1804
HSD17B6,0.9138,0.18041
TNIP1,0.91378,0.18042
C19orf73,0.91366,0.18045
SRI,0.91355,0.18048
SPPL3,0.9135,0.18049
MAS1,0.91338,0.18052
FAM91A1,0.91294,0.18064
DAGLB,0.91269,0.1807
