symbol,ZSTAT,P
SMARCE1,0.88077,0.18922
TRH,0.88067,0.18925
NRD1,0.88051,0.18929
RPL30,0.88045,0.18931
SRD5A1,0.88024,0.18936
P2RX6,0.88026,0.18936
GPHB5,0.88018,0.18938
KCNN2,0.87995,0.18944
STRA6,0.87961,0.18954
PPIL6,0.87927,0.18963
TMEM132B,0.87878,0.18976
DNM1,0.87877,0.18976
MYNN,0.87879,0.18976
SREBF1,0.87871,0.18978
MTF1,0.87864,0.1898
NICN1,0.87789,0.19
ONECUT1,0.87752,0.1901
WDR48,0.8775,0.19011
RIF1,0.87745,0.19012
GABARAPL2,0.87746,0.19012
RPL26L1,0.87732,0.19016
HAUS4,0.87723,0.19018
DMRTA2,0.87722,0.19018
BAG2,0.87716,0.1902
ORAI1,0.87714,0.19021
QRFP,0.87711,0.19021
EVA1A,0.87705,0.19023
RNF165,0.87705,0.19023
ACTL6B,0.87694,0.19026
FAM65C,0.87664,0.19034
GOLGA8B,0.87615,0.19048
AQP12A,0.87607,0.1905
RHOA,0.87558,0.19063
PPP2R5C,0.87546,0.19066
CKMT2,0.87533,0.1907
OR4C6,0.8752,0.19073
CCL3,0.87501,0.19078
FBXL15,0.87463,0.19089
LRCH1,0.87453,0.19091
RNF31,0.87436,0.19096
YKT6,0.87375,0.19113
ITIH3,0.87321,0.19128
VKORC1,0.87308,0.19131
FLJ45513,0.87307,0.19131
COX6C,0.87272,0.19141
TMED10,0.87269,0.19141
WDR45B,0.8721,0.19158
SURF4,0.87202,0.1916
CEP19,0.87197,0.19161
UHRF1BP1L,0.87196,0.19161
RPL38,0.87191,0.19163
AP1B1,0.87134,0.19178
MYBL2,0.8711,0.19185
NBL1,0.87047,0.19202
MREG,0.87044,0.19203
GULP1,0.87017,0.1921
C7orf50,0.87012,0.19212
SP5,0.87006,0.19213
MYH2,0.86993,0.19217
NAT8L,0.8699,0.19218
RBP3,0.86958,0.19226
SIX4,0.86912,0.19239
SSR3,0.86896,0.19243
RNF223,0.86891,0.19245
LOC283710,0.86888,0.19246
NXN,0.86869,0.19251
KIAA0195,0.86841,0.19259
RAC2,0.86802,0.19269
ZNF32,0.86765,0.19279
CCDC78,0.86721,0.19291
HSD17B4,0.86705,0.19296
CAPRIN1,0.86699,0.19297
TRIM54,0.86695,0.19298
MNAT1,0.86674,0.19304
TMEM123,0.86644,0.19313
NOB1,0.86629,0.19317
BID,0.86624,0.19318
C9orf106,0.86619,0.19319
KCNA7,0.86615,0.1932
PPFIA4,0.86609,0.19322
AHCYL1,0.86601,0.19324
RPS6KA5,0.86603,0.19324
CIZ1,0.86594,0.19326
NTF4,0.86585,0.19329
LOC100129216,0.86585,0.19329
PHOX2A,0.86532,0.19343
CSTA,0.86525,0.19345
YRDC,0.86525,0.19345
MRE11A,0.86518,0.19347
NEK9,0.86501,0.19352
CNNM1,0.86477,0.19358
NKX2-6,0.86455,0.19364
CCR4,0.86428,0.19372
STARD7,0.86399,0.1938
SREK1,0.86376,0.19386
MKNK1,0.8637,0.19388
SPATA5,0.86361,0.1939
SPDEF,0.86359,0.19391
UCP3,0.86347,0.19394
GATAD1,0.86245,0.19422
SLC26A1,0.86239,0.19424
CAMK2N1,0.86223,0.19428
TJAP1,0.86137,0.19452
CDKAL1,0.86137,0.19452
LIN7C,0.86131,0.19453
BHMT2,0.86128,0.19454
DRD1,0.86124,0.19455
SEMA4D,0.86124,0.19455
GBA,0.86122,0.19456
ZNF709,0.86108,0.1946
POU5F1,0.86102,0.19461
NUTM1,0.86104,0.19461
PTPN11,0.86072,0.1947
RBM48,0.86053,0.19475
UBASH3B,0.86027,0.19482
TMEM231,0.86023,0.19483
FSIP2,0.85986,0.19493
LENG8,0.85987,0.19493
HLA-DOA,0.85977,0.19496
MDH2,0.85964,0.19499
CXCL3,0.8591,0.19514
TAS2R7,0.85909,0.19515
SLC35F3,0.8589,0.1952
LOC101928499,0.85869,0.19526
LOXL2,0.85861,0.19528
RASGEF1A,0.85843,0.19533
LMO4,0.85804,0.19544
ITGA2B,0.8579,0.19548
TUSC1,0.8578,0.1955
MBD3L5,0.85778,0.19551
SPINK8,0.85769,0.19553
ITGB7,0.85741,0.19561
SHC1,0.85729,0.19564
MRPS14,0.85714,0.19568
AADAC,0.85704,0.19571
OR52N2,0.85671,0.1958
CIB2,0.85669,0.19581
BLNK,0.85609,0.19597
UQCRB,0.85562,0.1961
SLC25A23,0.85537,0.19617
ATF7IP,0.85492,0.1963
STAT1,0.8548,0.19633
NPTXR,0.85481,0.19633
SLC35A3,0.85458,0.19639
TLL2,0.8545,0.19641
KIF12,0.85452,0.19641
PPP1R13L,0.85448,0.19642
AP4E1,0.85439,0.19644
ETV6,0.85425,0.19648
ZNF556,0.85423,0.19649
HIST1H2AA,0.85402,0.19655
OR2F2,0.85338,0.19672
CDH11,0.85328,0.19675
MUC3A,0.85314,0.19679
TUBA3E,0.8531,0.1968
KIAA1841,0.8528,0.19688
C10orf76,0.8525,0.19697
RBL2,0.85239,0.197
AFF1,0.85232,0.19702
ACVR2B,0.8522,0.19705
TNFAIP2,0.85216,0.19706
GSTA3,0.85207,0.19709
CYP21A2,0.85207,0.19709
AMT,0.85193,0.19713
NOLC1,0.8519,0.19713
C15orf56,0.85155,0.19723
CHRNA7,0.85151,0.19724
GNB5,0.85148,0.19725
HIST1H4I,0.85132,0.19729
BCAT2,0.85112,0.19735
OR10AD1,0.85057,0.1975
BIN1,0.85056,0.19751
PPRC1,0.85038,0.19756
KRT36,0.85022,0.1976
ART4,0.85005,0.19765
BANP,0.84991,0.19769
OPN1SW,0.84972,0.19774
APBA1,0.84959,0.19778
MURC,0.84935,0.19784
GSDMA,0.84934,0.19785
COX17,0.84931,0.19786
OR1L6,0.84921,0.19788
S100Z,0.8492,0.19789
ZNF107,0.84899,0.19794
LRRC74B,0.8487,0.19802
SUMF1,0.8486,0.19805
ZNF611,0.84844,0.1981
SLC22A13,0.84835,0.19812
MRAS,0.84831,0.19813
CCNC,0.8483,0.19814
SPATA1,0.84813,0.19818
NDUFA4L2,0.84796,0.19823
SLC15A3,0.84766,0.19831
SLC30A3,0.84769,0.19831
USP25,0.84756,0.19834
METTL20,0.84733,0.19841
AJUBA,0.84714,0.19846
RNF32,0.84708,0.19847
GZMK,0.84699,0.1985
NME5,0.8467,0.19858
PTPRM,0.84648,0.19864
PSMD14,0.84627,0.1987
CENPM,0.84622,0.19872
CBWD1,0.84528,0.19898
KRTCAP3,0.84524,0.19899
HOXA3,0.84507,0.19903
HELZ2,0.84482,0.19911
GSC2,0.84462,0.19916
NUMA1,0.84442,0.19922
NUDT8,0.84433,0.19924
STYXL1,0.84413,0.1993
HSPA4,0.84409,0.19931
MRGPRX1,0.84372,0.19941
PCM1,0.84365,0.19943
CPSF4,0.84361,0.19944
C6orf106,0.84359,0.19945
TCL1A,0.8433,0.19953
DVL3,0.8433,0.19953
TNKS1BP1,0.84309,0.19959
TRAPPC1,0.84303,0.19961
CFAP54,0.84288,0.19965
CCL11,0.84285,0.19966
LDB1,0.84256,0.19974
KIF3A,0.84256,0.19974
ST6GAL1,0.84227,0.19982
RNF144B,0.84219,0.19984
TNIK,0.84178,0.19996
NMU,0.84162,0.2
SNRPC,0.84147,0.20004
CTHRC1,0.84135,0.20007
DMRT2,0.84134,0.20008
MEDAG,0.84128,0.2001
AGAP2,0.84106,0.20016
CDS1,0.84093,0.20019
KRT32,0.84091,0.2002
LCE1A,0.84065,0.20027
LCE1C,0.84065,0.20027
TUBA3C,0.84028,0.20037
FAM71F1,0.84016,0.20041
MAP1LC3B2,0.8401,0.20043
KRT10,0.83983,0.2005
DGCR14,0.83975,0.20052
FGFBP2,0.83972,0.20053
BOD1,0.8396,0.20057
IL15,0.83946,0.20061
ZBTB45,0.83932,0.20065
ROPN1,0.83922,0.20067
NARS,0.83911,0.2007
SNRNP35,0.83912,0.2007
KAT8,0.83844,0.20089
UHRF1BP1,0.83811,0.20098
TTLL12,0.83807,0.201
RELL2,0.83771,0.2011
UBE2H,0.83759,0.20113
ACYP1,0.83742,0.20118
DEFA5,0.83716,0.20125
PRKG1,0.83695,0.20131
MPI,0.83638,0.20147
NAPRT,0.83628,0.2015
HUS1,0.83609,0.20155
CDC25A,0.83596,0.20159
UBE2I,0.83586,0.20162
SLC27A5,0.83569,0.20166
ANXA6,0.8357,0.20166
PHF14,0.8352,0.2018
TMEM59L,0.8352,0.2018
HIST1H2AG,0.83473,0.20194
RHOT1,0.83419,0.20209
RHEBL1,0.83394,0.20216
SSMEM1,0.83383,0.20219
POLA2,0.83352,0.20227
POLR1C,0.8324,0.20259
DNAJC5G,0.83235,0.20261
CHTF8,0.83229,0.20262
PPM1G,0.83229,0.20262
N4BP2L2,0.83218,0.20265
PEX26,0.8319,0.20273
NR4A2,0.83183,0.20275
NEIL2,0.8318,0.20276
CALB1,0.83165,0.2028
TNF,0.83163,0.20281
C9orf72,0.8314,0.20287
EMC4,0.83087,0.20302
C9orf41,0.83085,0.20303
ZFP3,0.8308,0.20304
IRX3,0.83028,0.20319
CCDC77,0.83004,0.20326
ZSWIM2,0.82999,0.20327
HCAR3,0.82948,0.20342
SURF2,0.82919,0.2035
PTPN6,0.82897,0.20356
MMP3,0.82867,0.20364
NACA,0.82862,0.20366
PNISR,0.82832,0.20375
ZNF106,0.82826,0.20376
CSPG5,0.82811,0.2038
FAM84B,0.82789,0.20387
AXIN1,0.82781,0.20389
MEF2D,0.82775,0.2039
PRSS42,0.82732,0.20403
BTBD10,0.82695,0.20413
MUC17,0.82687,0.20416
ATP5C1,0.82681,0.20417
ZNF274,0.8265,0.20426
C14orf80,0.82647,0.20427
CCDC67,0.82613,0.20436
OR6X1,0.82557,0.20452
AGTPBP1,0.8256,0.20452
ESPL1,0.82554,0.20453
NRBP1,0.82533,0.20459
OR1J4,0.82532,0.20459
BAZ2A,0.82522,0.20462
ABCC4,0.8252,0.20463
CDH9,0.82507,0.20467
CA5A,0.825,0.20469
C2orf74,0.82475,0.20476
IDNK,0.82458,0.2048
BRINP1,0.82442,0.20485
LTB4R,0.82429,0.20489
DDX39B,0.82399,0.20497
SMC3,0.82362,0.20508
AKIP1,0.82345,0.20513
SLC28A3,0.82292,0.20528
CD300A,0.82257,0.20538
OR4P4,0.82237,0.20543
CNTLN,0.82205,0.20552
ADTRP,0.82168,0.20563
H1FOO,0.82163,0.20564
NXNL1,0.82125,0.20575
KREMEN2,0.82122,0.20576
ATP1B1,0.82064,0.20593
METTL22,0.82007,0.20609
LOC100996573,0.81973,0.20619
GTF2H5,0.81973,0.20619
MARS,0.81919,0.20634
CCDC114,0.81893,0.20641
ABCB8,0.8189,0.20642
PCGF6,0.81872,0.20647
MOSPD3,0.81825,0.20661
GPR137C,0.81825,0.20661
CPSF3L,0.81802,0.20667
PACRGL,0.81761,0.20679
TMEM221,0.81745,0.20684
C15orf26,0.81735,0.20687
PINK1,0.81715,0.20692
SPDYA,0.81674,0.20704
NUBP1,0.81663,0.20707
MTAP,0.81615,0.20721
LOC101928596,0.81616,0.20721
EFCAB8,0.81574,0.20732
AZGP1,0.81566,0.20735
RAP2B,0.81542,0.20742
BRF1,0.81524,0.20747
IL22RA1,0.81495,0.20755
C6orf48,0.81496,0.20755
HSPA1L,0.81496,0.20755
EFS,0.81448,0.20768
POGLUT1,0.81426,0.20775
PALMD,0.81407,0.2078
DUSP18,0.81407,0.2078
DACT1,0.81403,0.20781
ADORA2A,0.81378,0.20789
POC1A,0.81357,0.20795
CRBN,0.8131,0.20808
LRRC73,0.81261,0.20822
COL15A1,0.8116,0.20851
SGSM1,0.81156,0.20852
SAXO2,0.8114,0.20857
LOC388813,0.81126,0.20861
CASP9,0.81119,0.20863
POGK,0.81109,0.20866
C1D,0.81073,0.20876
DLX4,0.81025,0.2089
RP1,0.81023,0.2089
SURF6,0.8102,0.20891
LRRC39,0.81017,0.20892
FAM126A,0.80993,0.20899
NRP2,0.80965,0.20907
RUFY3,0.80961,0.20908
SHD,0.80948,0.20912
ZNF28,0.80946,0.20913
UPF3A,0.80904,0.20925
CATSPER1,0.80873,0.20933
SRPK1,0.80831,0.20946
BEND6,0.80802,0.20954
ASB8,0.80753,0.20968
PDRG1,0.80722,0.20977
ERAP2,0.80699,0.20984
CDH3,0.80659,0.20995
SREBF2,0.80647,0.20999
TBC1D13,0.80644,0.20999
WDR31,0.80582,0.21017
CNTD1,0.80584,0.21017
ATG14,0.80561,0.21023
C17orf74,0.80528,0.21033
VPS36,0.80489,0.21044
FAM46A,0.80479,0.21047
TMEM65,0.80475,0.21048
CSRP3,0.80436,0.21059
BMP8A,0.80403,0.21069
ZBP1,0.80359,0.21082
OPALIN,0.80359,0.21082
GPR27,0.80326,0.21091
REEP2,0.80328,0.21091
C2CD4D,0.8032,0.21093
ZNF662,0.80312,0.21095
SERAC1,0.80314,0.21095
PUS10,0.8031,0.21096
TMEM256,0.80303,0.21098
PLAUR,0.80289,0.21102
OSBPL9,0.80285,0.21103
GSTT1,0.80274,0.21106
RALGPS2,0.80254,0.21112
RPUSD4,0.8023,0.21119
WNT2B,0.80231,0.21119
OR8U1,0.80224,0.21121
DYM,0.80196,0.21129
OSR1,0.80188,0.21131
FBXL20,0.80167,0.21137
PPP1CB,0.80167,0.21137
TTC12,0.80165,0.21138
LRRC59,0.80121,0.21151
ABHD2,0.80117,0.21152
SLC4A2,0.80023,0.21179
FIZ1,0.80004,0.21184
BCAS2,0.7999,0.21188
SPRR2F,0.79982,0.21191
ACTC1,0.79969,0.21194
APPBP2,0.79954,0.21199
FBXL14,0.79935,0.21204
TELO2,0.79937,0.21204
NKD2,0.79931,0.21205
FGD5,0.7992,0.21209
DLK2,0.79911,0.21211
TNS1,0.79896,0.21216
KIAA0391,0.79861,0.21226
ELOVL6,0.79831,0.21235
UGT1A1,0.79821,0.21238
FH,0.79804,0.21242
C8orf82,0.79794,0.21245
TAS2R8,0.79787,0.21247
TNFAIP8L3,0.79758,0.21256
TMPRSS3,0.79709,0.2127
PUSL1,0.79657,0.21285
ABCC2,0.79596,0.21303
C17orf59,0.79586,0.21306
DPH3P1,0.79573,0.21309
NDNL2,0.79574,0.21309
RNF207,0.7956,0.21313
SPRY2,0.79552,0.21316
KIN,0.79543,0.21318
GRAMD1B,0.79535,0.2132
CAPN3,0.79538,0.2132
ARHGEF38,0.79517,0.21326
PJA2,0.79476,0.21338
RPL31,0.79467,0.2134
ABCF2,0.79462,0.21342
LOC101927824,0.79453,0.21344
LGALS4,0.79446,0.21346
C2orf71,0.79443,0.21347
ARRB1,0.79442,0.21348
PRSS22,0.7938,0.21366
LRRC24,0.79358,0.21372
IL17F,0.7933,0.2138
RNF121,0.79328,0.21381
ANAPC7,0.79328,0.21381
MAP6,0.79286,0.21393
INTS1,0.79279,0.21395
NME6,0.79274,0.21396
PTPRN2,0.79264,0.21399
LCE2D,0.79229,0.2141
KLK4,0.79208,0.21416
PTPRD,0.79209,0.21416
TBATA,0.79185,0.21422
TJP3,0.79179,0.21424
OR52N5,0.79179,0.21424
CTRB1,0.79172,0.21426
GALNT13,0.79151,0.21432
GDPD5,0.79147,0.21434
LTA,0.79139,0.21436
ATP6V1G2,0.79139,0.21436
OR11H6,0.79124,0.2144
DMTN,0.79092,0.21449
SPTAN1,0.79045,0.21463
SPIDR,0.79028,0.21468
ADAP1,0.79018,0.21471
WISP3,0.78997,0.21477
C6orf222,0.78993,0.21479
KIF2A,0.78969,0.21485
DGKA,0.78972,0.21485
TMEM209,0.78931,0.21496
KIF21A,0.78932,0.21496
ANAPC4,0.78921,0.215
BSCL2,0.78898,0.21506
UBXN1,0.78812,0.21531
KBTBD8,0.78744,0.21551
GRSF1,0.78716,0.21559
HIST1H2BJ,0.78704,0.21563
MGP,0.78691,0.21567
RAB7A,0.78661,0.21576
HP,0.78657,0.21577
ADAMTS2,0.78655,0.21577
MYH3,0.78638,0.21582
RMND5A,0.78632,0.21584
NSUN2,0.78624,0.21586
CYP8B1,0.78571,0.21602
SLC5A4,0.78557,0.21606
LCE2C,0.78553,0.21607
ZNHIT6,0.78547,0.21609
COLCA2,0.78545,0.21609
RABIF,0.78545,0.2161
SMOC1,0.78538,0.21611
PTGES3,0.78517,0.21618
TAS2R9,0.78494,0.21624
HIAT1,0.78455,0.21636
MYBBP1A,0.78433,0.21642
OR4C11,0.7843,0.21643
PAK6,0.78424,0.21645
PCP4,0.78425,0.21645
CMTM7,0.78405,0.21651
SF3A3,0.78395,0.21653
SLC15A1,0.78392,0.21654
SETD1A,0.78373,0.2166
MUC12,0.78359,0.21664
CEACAM5,0.78349,0.21667
HDDC3,0.78334,0.21671
VPS29,0.78322,0.21675
RNF130,0.78311,0.21678
ARSI,0.78292,0.21684
ENPP7,0.78268,0.21691
PTCD1,0.78246,0.21697
RAPGEF5,0.78198,0.21711
ZC2HC1C,0.78192,0.21713
IL18BP,0.7819,0.21714
CCL22,0.78183,0.21716
PTBP3,0.78142,0.21728
POLR2J,0.78118,0.21735
DUS3L,0.78079,0.21746
SMAD4,0.78069,0.21749
CDH1,0.78067,0.2175
OR10H3,0.78028,0.21761
PRR35,0.77969,0.21779
SFMBT1,0.77933,0.21789
LAMC1,0.77893,0.21801
TRAPPC3,0.7789,0.21802
WDR17,0.77876,0.21806
UPK1A,0.77872,0.21807
SASS6,0.77859,0.21811
C2orf83,0.77842,0.21816
KCNAB3,0.77839,0.21817
DIRC1,0.7783,0.2182
KRTAP10-6,0.77824,0.21821
DYNLRB2,0.77789,0.21832
ACSL5,0.77766,0.21838
DLEC1,0.77746,0.21844
MCF2L2,0.77737,0.21847
ATP5J2-PTCD1,0.77714,0.21854
SIRT1,0.77711,0.21855
PLA2G16,0.77671,0.21867
YWHAZ,0.77661,0.2187
SYT4,0.77603,0.21887
FAM180A,0.77591,0.2189
WIBG,0.77582,0.21893
OR8K1,0.7756,0.21899
ZFHX4,0.77556,0.21901
MRPS6,0.77545,0.21904
SLC5A3,0.77545,0.21904
VPS39,0.77539,0.21905
DCTN4,0.77535,0.21907
TNFRSF10A,0.77491,0.2192
ZBTB8A,0.77476,0.21924
PLIN3,0.77459,0.21929
GJA3,0.77457,0.2193
KIAA0430,0.77455,0.2193
SORD,0.77387,0.2195
IFNAR1,0.77384,0.21951
COX15,0.77384,0.21951
C1orf162,0.77379,0.21953
ENG,0.77345,0.21963
BZRAP1,0.77312,0.21972
TMEM106C,0.77288,0.2198
CAV3,0.77282,0.21981
NAPA,0.7725,0.21991
INA,0.77232,0.21996
GLMN,0.77227,0.21998
GLIPR1,0.77188,0.22009
KMT2E,0.77161,0.22017
CDC20B,0.77159,0.22018
KIF5B,0.7715,0.2202
VPS37D,0.77144,0.22022
HOXA6,0.77105,0.22034
ARL5C,0.77097,0.22036
DBX2,0.77073,0.22043
RAB5C,0.77076,0.22043
CSNK1G3,0.77066,0.22045
DDX49,0.77055,0.22049
RPL17,0.77044,0.22052
ATG12,0.77026,0.22057
FER1L6,0.7702,0.22059
FBXO40,0.76935,0.22084
AKAP11,0.76933,0.22085
EXTL2,0.76905,0.22093
TCF4,0.76904,0.22094
SOST,0.76889,0.22098
MCUR1,0.76863,0.22106
ZBTB38,0.76841,0.22112
C17orf96,0.76829,0.22116
HARBI1,0.76795,0.22126
TSPAN9,0.76721,0.22148
CCDC136,0.76708,0.22152
APBA2,0.7669,0.22157
COLCA1,0.76656,0.22167
FOCAD,0.76631,0.22175
OR7A5,0.76602,0.22183
TF,0.76587,0.22188
AQR,0.76582,0.22189
TMEM211,0.76541,0.22201
TCF19,0.76521,0.22207
CSF3R,0.76513,0.2221
IDO2,0.76478,0.2222
EIF3B,0.76467,0.22223
CDO1,0.76468,0.22223
DEF6,0.7644,0.22232
PROM1,0.76436,0.22233
GTF2B,0.76364,0.22254
CCDC102A,0.76343,0.2226
MT1A,0.76335,0.22263
ZNF800,0.76313,0.22269
FAM206A,0.76305,0.22272
NOP9,0.76288,0.22277
LMTK3,0.76268,0.22283
VGF,0.76252,0.22287
CNGB3,0.76246,0.22289
OGFOD2,0.76226,0.22295
SLC6A9,0.76212,0.22299
MOB2,0.76207,0.22301
GATA3,0.76203,0.22302
C17orf105,0.7619,0.22306
LIPH,0.76165,0.22314
APC2,0.76138,0.22322
CLUH,0.76122,0.22326
LOC100506127,0.7609,0.22336
ZNF316,0.76066,0.22343
OR8H1,0.76054,0.22346
HTR1F,0.76018,0.22357
SCUBE3,0.76004,0.22362
LOC648044,0.75987,0.22367
TRDMT1,0.75979,0.22369
CDC37,0.75947,0.22378
SYCN,0.75934,0.22382
OR7C1,0.75928,0.22384
FAM210B,0.75914,0.22388
ACVR1,0.75903,0.22392
MC5R,0.75883,0.22398
GATB,0.75857,0.22405
RINL,0.75859,0.22405
GOLGA6D,0.75842,0.2241
HSD11B1,0.75808,0.2242
GPR142,0.75802,0.22422
PAQR4,0.75792,0.22425
IMMP2L,0.75778,0.22429
PIGX,0.75775,0.2243
STAC3,0.75776,0.2243
GLIS1,0.75772,0.22431
ADH7,0.75767,0.22433
DTX2,0.75742,0.2244
RNF168,0.7571,0.22449
LDHB,0.75707,0.2245
CLRN2,0.75689,0.22456
ARHGEF33,0.75654,0.22466
MRPL40,0.75625,0.22475
ATCAY,0.75611,0.22479
RPH3A,0.75587,0.22486
GCNT4,0.75563,0.22493
MAP7D1,0.75556,0.22496
HIST1H2AH,0.75553,0.22497
CDC23,0.75549,0.22498
FAM185A,0.75523,0.22506
PDE7B,0.75507,0.2251
TFRC,0.75501,0.22512
CCBL1,0.75502,0.22512
CCDC74B,0.75456,0.22526
SULT1A1,0.75435,0.22532
TMEM177,0.75408,0.2254
KAT6B,0.75368,0.22552
GANC,0.75364,0.22553
SEC13,0.75347,0.22558
OR5M11,0.75332,0.22563
H3F3A,0.75299,0.22573
SLC25A48,0.75298,0.22573
RNF103,0.75296,0.22574
SETD7,0.75287,0.22576
JPH4,0.7525,0.22588
CDC16,0.75212,0.22599
SIGLEC9,0.75176,0.2261
C18orf32,0.75147,0.22618
HGF,0.75127,0.22625
ZNF160,0.75106,0.22631
CCL4,0.75086,0.22637
RAD21L1,0.75072,0.22641
C16orf95,0.75049,0.22648
PRIM1,0.75045,0.22649
AKAP12,0.75042,0.2265
MVP,0.75009,0.2266
MAN2C1,0.74995,0.22664
ZCCHC14,0.74981,0.22668
DECR2,0.74979,0.22669
NME9,0.74979,0.22669
HLCS,0.74978,0.22669
OR5M9,0.74965,0.22673
LY6K,0.74962,0.22674
CCDC101,0.74925,0.22685
RALBP1,0.74864,0.22704
CREB3,0.74852,0.22707
HCN1,0.7482,0.22717
IRF2,0.74809,0.2272
BTG2,0.74801,0.22723
NUPR1,0.74797,0.22724
GAK,0.74793,0.22725
SCD5,0.74794,0.22725
VIM,0.7477,0.22732
SEC24D,0.74762,0.22734
HRASLS5,0.7474,0.22741
CCDC166,0.74736,0.22742
ZBTB2,0.74679,0.22759
C21orf140,0.74646,0.2277
ACAN,0.74639,0.22772
DVL1,0.74633,0.22773
NFRKB,0.74632,0.22774
LY86,0.74565,0.22794
ERVFRD-1,0.74518,0.22808
SCAP,0.74502,0.22813
TOMM5,0.74491,0.22816
ALKBH2,0.74484,0.22818
CBLN2,0.74414,0.22839
HTR3B,0.74365,0.22854
C12orf57,0.74364,0.22855
EMC7,0.7435,0.22859
SLC17A4,0.74344,0.22861
MACROD1,0.74307,0.22872
GPX8,0.74298,0.22875
KRTAP10-8,0.74285,0.22879
FBRSL1,0.74278,0.22881
HOXB5,0.74268,0.22884
DNAJC19,0.74262,0.22886
PIEZO2,0.7425,0.22889
HAUS8,0.74237,0.22893
YIPF3,0.74221,0.22898
ZNF862,0.7422,0.22898
SRSF3,0.74199,0.22905
SNX24,0.74168,0.22914
OR4S2,0.7416,0.22916
MAP2,0.74153,0.22919
RHAG,0.74119,0.22929
APEH,0.74105,0.22933
KIF19,0.74102,0.22934
CNTROB,0.74103,0.22934
MRPS10,0.74052,0.22949
CCDC94,0.74024,0.22958
PRTG,0.7402,0.22959
OCEL1,0.74017,0.2296
TRMT13,0.73992,0.22967
CCL2,0.73957,0.22978
ABCG5,0.73947,0.22981
DCDC5,0.73921,0.22989
RPL17-C18orf32,0.73921,0.22989
SLC52A1,0.73902,0.22995
A3GALT2,0.73901,0.22995
ST8SIA1,0.73899,0.22996
HSD17B12,0.73889,0.22999
TMTC4,0.73884,0.23
LRRC58,0.73881,0.23001
EIF4E3,0.73853,0.23009
NGFR,0.73749,0.23041
VAT1L,0.73744,0.23043
PSD4,0.73708,0.23054
MPP7,0.73702,0.23055
ADRB1,0.73685,0.23061
CCDC137,0.73672,0.23065
FAM207A,0.73654,0.2307
C1orf159,0.73633,0.23076
TOMM20,0.7361,0.23083
PACRG,0.7361,0.23084
DOK3,0.73584,0.23091
MED28,0.73584,0.23092
SIRPD,0.73564,0.23097
CTU1,0.73487,0.23121
HOXA5,0.73485,0.23122
LONRF2,0.73438,0.23136
SOCS3,0.73408,0.23145
PAGR1,0.73407,0.23145
PRRT2,0.73397,0.23148
KRTAP9-3,0.73344,0.23164
GPATCH8,0.73332,0.23168
RNF11,0.7333,0.23169
NT5DC3,0.73326,0.2317
ATF5,0.73314,0.23174
OR4F6,0.73311,0.23175
RBPMS2,0.73307,0.23176
GPATCH1,0.73298,0.23179
CCDC59,0.73283,0.23183
CHMP7,0.73281,0.23184
TCTEX1D1,0.73277,0.23185
WDR46,0.73253,0.23192
TAPBP,0.73253,0.23192
RGL2,0.73253,0.23192
MPHOSPH6,0.73243,0.23195
C1orf106,0.73242,0.23195
CCL27,0.73208,0.23206
MMP10,0.73186,0.23213
AURKA,0.73083,0.23244
ELN,0.73059,0.23251
MND1,0.73051,0.23254
FGFRL1,0.73051,0.23254
NAA25,0.72961,0.23281
CRYZL1,0.72946,0.23286
P2RX7,0.72939,0.23288
BRDT,0.72936,0.23289
PDE4A,0.72934,0.2329
ACTN3,0.72898,0.23301
UGT2B7,0.72822,0.23324
FLYWCH1,0.72812,0.23327
HSPB8,0.72764,0.23342
C15orf53,0.7276,0.23343
MXRA8,0.72758,0.23343
C9orf66,0.72708,0.23359
SCN8A,0.72705,0.2336
FAM204A,0.727,0.23361
PPP2R2A,0.72691,0.23364
EDAR,0.72689,0.23365
APBA3,0.72685,0.23366
TAL1,0.72649,0.23377
ARPC2,0.72638,0.2338
TBX20,0.72616,0.23387
CCDC102B,0.72568,0.23402
HBEGF,0.72537,0.23411
IL18RAP,0.72528,0.23414
TNNI2,0.72497,0.23424
JAKMIP3,0.72446,0.23439
EBF4,0.72412,0.2345
SNX8,0.72366,0.23464
EVI5,0.72362,0.23465
COL6A1,0.72352,0.23468
ZCCHC8,0.72345,0.2347
KIAA1024,0.72318,0.23478
ST3GAL5,0.72319,0.23478
DNAJB3,0.7232,0.23478
TMEM39A,0.72316,0.23479
AP3S1,0.72268,0.23494
NTAN1,0.72237,0.23503
DIO2,0.72236,0.23504
ZCCHC9,0.7219,0.23518
DOPEY1,0.72158,0.23528
HOXB2,0.72158,0.23528
FAM110B,0.72143,0.23532
MROH2A,0.72143,0.23532
ZNF853,0.72141,0.23533
TTC9C,0.72141,0.23533
CGGBP1,0.72106,0.23544
IFI27L2,0.72081,0.23551
LAMA5,0.72055,0.23559
MPDZ,0.72053,0.2356
NRG2,0.7205,0.23561
SLC38A11,0.72048,0.23562
ARHGAP31,0.72041,0.23564
RSL1D1,0.71961,0.23588
RBBP8,0.71961,0.23588
HRAS,0.71923,0.236
OR5R1,0.71885,0.23612
UGT1A10,0.7183,0.23629
VSIG2,0.71821,0.23632
OR6B2,0.71738,0.23657
CD22,0.71723,0.23662
PRPF8,0.7171,0.23666
DDHD1,0.71698,0.23669
IGSF3,0.71692,0.23671
PECR,0.71688,0.23672
